"public_food_id_compound_id_name","compound_SMILES"
"FOOD00131 _ FDB000604 _ Isorhamnetin","COC1=C(O)C=CC(=C1)C1=C(O)C(=O)C2=C(O)C=C(O)C=C2O1"
"FOOD00131 _ FDB000633 _ Kaempferol","OC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O1)C=C(O)C=C2O"
"FOOD00131 _ FDB011904 _ Quercetin","OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC=C(O)C(O)=C1"
"FOOD00038 _ FDB002608 _ Daidzein","OC1=CC=C(C=C1)C1=COC2=C(C=CC(O)=C2)C1=O"
"FOOD00063 _ FDB000633 _ Kaempferol","OC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O1)C=C(O)C=C2O"
"FOOD00019 _ FDB002677 _ Hesperetin","COC1=C(O)C=C(C=C1)[C@@H]1CC(=O)C2=C(O)C=C(O)C=C2O1"
"FOOD00019 _ FDB002798 _ Apigenin","OC1=CC=C(C=C1)C1=CC(=O)C2=C(O)C=C(O)C=C2O1"
"FOOD00019 _ FDB013255 _ Luteolin","OC1=CC2=C(C(O)=C1)C(=O)C=C(O2)C1=CC=C(O)C(O)=C1"
"FOOD00019 _ FDB000633 _ Kaempferol","OC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O1)C=C(O)C=C2O"
"FOOD00019 _ FDB011904 _ Quercetin","OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC=C(O)C(O)=C1"
"FOOD00134 _ FDB002608 _ Daidzein","OC1=CC=C(C=C1)C1=COC2=C(C=CC(O)=C2)C1=O"
"FOOD00183 _ FDB002677 _ Hesperetin","COC1=C(O)C=C(C=C1)[C@@H]1CC(=O)C2=C(O)C=C(O)C=C2O1"
"FOOD00183 _ FDB000678 _ (S)-Naringenin","[H][C@]1(CC(=O)C2=C(O1)C=C(O)C=C2O)C1=CC=C(O)C=C1"
"FOOD00183 _ FDB002798 _ Apigenin","OC1=CC=C(C=C1)C1=CC(=O)C2=C(O)C=C(O)C=C2O1"
"FOOD00183 _ FDB013255 _ Luteolin","OC1=CC2=C(C(O)=C1)C(=O)C=C(O2)C1=CC=C(O)C(O)=C1"
"FOOD00183 _ FDB000604 _ Isorhamnetin","COC1=C(O)C=CC(=C1)C1=C(O)C(=O)C2=C(O)C=C(O)C=C2O1"
"FOOD00132 _ FDB002608 _ Daidzein","OC1=CC=C(C=C1)C1=COC2=C(C=CC(O)=C2)C1=O"
"FOOD00183 _ FDB000633 _ Kaempferol","OC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O1)C=C(O)C=C2O"
"FOOD00183 _ FDB011904 _ Quercetin","OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC=C(O)C(O)=C1"
"FOOD00628 _ FDB011904 _ Quercetin","OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC=C(O)C(O)=C1"
"FOOD00628 _ FDB002602 _ Cyanidin","OC1=CC2=[O+]C(=C(O)C=C2C(O)=C1)C1=CC(O)=C(O)C=C1"
"FOOD00628 _ FDB002613 _ Delphinidin","OC1=CC2=[O+]C(=C(O)C=C2C(O)=C1)C1=CC(O)=C(O)C(O)=C1"
"FOOD00628 _ FDB002713 _ Malvidin","COC1=CC(=CC(OC)=C1O)C1=C(O)C=C2C(O)=CC(O)=CC2=[O+]1"
"FOOD00628 _ FDB002753 _ Peonidin","COC1=C(O)C=CC(=C1)C1=[O+]C2=CC(O)=CC(O)=C2C=C1O"
"FOOD00628 _ FDB002755 _ Petunidin","COC1=CC(=CC(O)=C1O)C1=C(O)C=C2C(O)=CC(O)=CC2=[O+]1"
"FOOD00121 _ FDB002798 _ Apigenin","OC1=CC=C(C=C1)C1=CC(=O)C2=C(O)C=C(O)C=C2O1"
"FOOD00121 _ FDB013255 _ Luteolin","OC1=CC2=C(C(O)=C1)C(=O)C=C(O2)C1=CC=C(O)C(O)=C1"
"FOOD00646 _ FDB000633 _ Kaempferol","OC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O1)C=C(O)C=C2O"
"FOOD00646 _ FDB011904 _ Quercetin","OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC=C(O)C(O)=C1"
"FOOD00670 _ FDB000633 _ Kaempferol","OC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O1)C=C(O)C=C2O"
"FOOD00670 _ FDB011904 _ Quercetin","OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC=C(O)C(O)=C1"
"FOOD00718 _ FDB002602 _ Cyanidin","OC1=CC2=[O+]C(=C(O)C=C2C(O)=C1)C1=CC(O)=C(O)C=C1"
"FOOD00281 _ FDB002602 _ Cyanidin","OC1=CC2=[O+]C(=C(O)C=C2C(O)=C1)C1=CC(O)=C(O)C=C1"
"FOOD00098 _ FDB002608 _ Daidzein","OC1=CC=C(C=C1)C1=COC2=C(C=CC(O)=C2)C1=O"
"FOOD00281 _ FDB012426 _ Pelargonidin","OC1=CC=C(C=C1)C1=[O+]C2=CC(O)=CC(O)=C2C=C1O"
"FOOD00281 _ FDB002798 _ Apigenin","OC1=CC=C(C=C1)C1=CC(=O)C2=C(O)C=C(O)C=C2O1"
"FOOD00281 _ FDB013255 _ Luteolin","OC1=CC2=C(C(O)=C1)C(=O)C=C(O2)C1=CC=C(O)C(O)=C1"
"FOOD00281 _ FDB000633 _ Kaempferol","OC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O1)C=C(O)C=C2O"
"FOOD00281 _ FDB012724 _ Myricetin","OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC(O)=C(O)C(O)=C2)=C1"
"FOOD00281 _ FDB011904 _ Quercetin","OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC=C(O)C(O)=C1"
"FOOD00105 _ FDB002602 _ Cyanidin","OC1=CC2=[O+]C(=C(O)C=C2C(O)=C1)C1=CC(O)=C(O)C=C1"
"FOOD00105 _ FDB002613 _ Delphinidin","OC1=CC2=[O+]C(=C(O)C=C2C(O)=C1)C1=CC(O)=C(O)C(O)=C1"
"FOOD00105 _ FDB002713 _ Malvidin","COC1=CC(=CC(OC)=C1O)C1=C(O)C=C2C(O)=CC(O)=CC2=[O+]1"
"FOOD00105 _ FDB012426 _ Pelargonidin","OC1=CC=C(C=C1)C1=[O+]C2=CC(O)=CC(O)=C2C=C1O"
"FOOD00105 _ FDB002753 _ Peonidin","COC1=C(O)C=CC(=C1)C1=[O+]C2=CC(O)=CC(O)=C2C=C1O"
"FOOD00105 _ FDB002755 _ Petunidin","COC1=CC(=CC(O)=C1O)C1=C(O)C=C2C(O)=CC(O)=CC2=[O+]1"
"FOOD00105 _ FDB017700 _ Epigallocatechin","O[C@@H]1CC2=C(O[C@@H]1C1=CC(O)=C(O)C(O)=C1)C=C(O)C=C2O"
"FOOD00105 _ FDB002677 _ Hesperetin","COC1=C(O)C=C(C=C1)[C@@H]1CC(=O)C2=C(O)C=C(O)C=C2O1"
"FOOD00105 _ FDB000678 _ (S)-Naringenin","[H][C@]1(CC(=O)C2=C(O1)C=C(O)C=C2O)C1=CC=C(O)C=C1"
"FOOD00105 _ FDB002798 _ Apigenin","OC1=CC=C(C=C1)C1=CC(=O)C2=C(O)C=C(O)C=C2O1"
"FOOD00105 _ FDB013255 _ Luteolin","OC1=CC2=C(C(O)=C1)C(=O)C=C(O2)C1=CC=C(O)C(O)=C1"
"FOOD00105 _ FDB012724 _ Myricetin","OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC(O)=C(O)C(O)=C2)=C1"
"FOOD00105 _ FDB000633 _ Kaempferol","OC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O1)C=C(O)C=C2O"
"FOOD00141 _ FDB002608 _ Daidzein","OC1=CC=C(C=C1)C1=COC2=C(C=CC(O)=C2)C1=O"
"FOOD00768 _ FDB002608 _ Daidzein","OC1=CC=C(C=C1)C1=COC2=C(C=CC(O)=C2)C1=O"
"FOOD00939 _ FDB002608 _ Daidzein","OC1=CC=C(C=C1)C1=COC2=C(C=CC(O)=C2)C1=O"
"NA _ FDB002608 _ Daidzein","OC1=CC=C(C=C1)C1=COC2=C(C=CC(O)=C2)C1=O"
"FOOD00844 _ FDB002608 _ Daidzein","OC1=CC=C(C=C1)C1=COC2=C(C=CC(O)=C2)C1=O"
"FOOD00639 _ FDB002608 _ Daidzein","OC1=CC=C(C=C1)C1=COC2=C(C=CC(O)=C2)C1=O"
"FOOD00271 _ FDB002608 _ Daidzein","OC1=CC=C(C=C1)C1=COC2=C(C=CC(O)=C2)C1=O"
"FOOD00736 _ FDB002608 _ Daidzein","OC1=CC=C(C=C1)C1=COC2=C(C=CC(O)=C2)C1=O"
"FOOD00696 _ FDB002608 _ Daidzein","OC1=CC=C(C=C1)C1=COC2=C(C=CC(O)=C2)C1=O"
"FOOD00808 _ FDB002608 _ Daidzein","OC1=CC=C(C=C1)C1=COC2=C(C=CC(O)=C2)C1=O"
"FOOD00636 _ FDB002608 _ Daidzein","OC1=CC=C(C=C1)C1=COC2=C(C=CC(O)=C2)C1=O"
"FOOD00144 _ FDB002798 _ Apigenin","OC1=CC=C(C=C1)C1=CC(=O)C2=C(O)C=C(O)C=C2O1"
"FOOD00144 _ FDB013255 _ Luteolin","OC1=CC2=C(C(O)=C1)C(=O)C=C(O2)C1=CC=C(O)C(O)=C1"
"FOOD00144 _ FDB000633 _ Kaempferol","OC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O1)C=C(O)C=C2O"
"FOOD00640 _ FDB002608 _ Daidzein","OC1=CC=C(C=C1)C1=COC2=C(C=CC(O)=C2)C1=O"
"FOOD00144 _ FDB012724 _ Myricetin","OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC(O)=C(O)C(O)=C2)=C1"
"FOOD00640 _ FDB011828 _ Genistein","OC1=CC=C(C=C1)C1=COC2=CC(O)=CC(O)=C2C1=O"
"FOOD00144 _ FDB011904 _ Quercetin","OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC=C(O)C(O)=C1"
"FOOD00641 _ FDB002608 _ Daidzein","OC1=CC=C(C=C1)C1=COC2=C(C=CC(O)=C2)C1=O"
"FOOD00144 _ FDB017700 _ Epigallocatechin","O[C@@H]1CC2=C(O[C@@H]1C1=CC(O)=C(O)C(O)=C1)C=C(O)C=C2O"
"FOOD00561 _ FDB002608 _ Daidzein","OC1=CC=C(C=C1)C1=COC2=C(C=CC(O)=C2)C1=O"
"FOOD00207 _ FDB002602 _ Cyanidin","OC1=CC2=[O+]C(=C(O)C=C2C(O)=C1)C1=CC(O)=C(O)C=C1"
"FOOD00207 _ FDB012426 _ Pelargonidin","OC1=CC=C(C=C1)C1=[O+]C2=CC(O)=CC(O)=C2C=C1O"
"FOOD00207 _ FDB000604 _ Isorhamnetin","COC1=C(O)C=CC(=C1)C1=C(O)C(=O)C2=C(O)C=C(O)C=C2O1"
"FOOD00207 _ FDB000633 _ Kaempferol","OC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O1)C=C(O)C=C2O"
"FOOD00207 _ FDB012724 _ Myricetin","OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC(O)=C(O)C(O)=C2)=C1"
"FOOD00207 _ FDB011904 _ Quercetin","OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC=C(O)C(O)=C1"
"FOOD00130 _ FDB002602 _ Cyanidin","OC1=CC2=[O+]C(=C(O)C=C2C(O)=C1)C1=CC(O)=C(O)C=C1"
"FOOD00130 _ FDB002613 _ Delphinidin","OC1=CC2=[O+]C(=C(O)C=C2C(O)=C1)C1=CC(O)=C(O)C(O)=C1"
"FOOD00130 _ FDB002713 _ Malvidin","COC1=CC(=CC(OC)=C1O)C1=C(O)C=C2C(O)=CC(O)=CC2=[O+]1"
"FOOD00130 _ FDB012426 _ Pelargonidin","OC1=CC=C(C=C1)C1=[O+]C2=CC(O)=CC(O)=C2C=C1O"
"FOOD00130 _ FDB002753 _ Peonidin","COC1=C(O)C=CC(=C1)C1=[O+]C2=CC(O)=CC(O)=C2C=C1O"
"FOOD00130 _ FDB002755 _ Petunidin","COC1=CC(=CC(O)=C1O)C1=C(O)C=C2C(O)=CC(O)=CC2=[O+]1"
"FOOD00670 _ FDB002608 _ Daidzein","OC1=CC=C(C=C1)C1=COC2=C(C=CC(O)=C2)C1=O"
"FOOD00701 _ FDB002608 _ Daidzein","OC1=CC=C(C=C1)C1=COC2=C(C=CC(O)=C2)C1=O"
"FOOD00701 _ FDB011828 _ Genistein","OC1=CC=C(C=C1)C1=COC2=CC(O)=CC(O)=C2C1=O"
"FOOD00701 _ FDB000698 _ Glycitein","COC1=C(O)C=C2OC=C(C(=O)C2=C1)C1=CC=C(O)C=C1"
"FOOD00130 _ FDB017700 _ Epigallocatechin","O[C@@H]1CC2=C(O[C@@H]1C1=CC(O)=C(O)C(O)=C1)C=C(O)C=C2O"
"FOOD00130 _ FDB002677 _ Hesperetin","COC1=C(O)C=C(C=C1)[C@@H]1CC(=O)C2=C(O)C=C(O)C=C2O1"
"FOOD00130 _ FDB000678 _ (S)-Naringenin","[H][C@]1(CC(=O)C2=C(O1)C=C(O)C=C2O)C1=CC=C(O)C=C1"
"FOOD00130 _ FDB002798 _ Apigenin","OC1=CC=C(C=C1)C1=CC(=O)C2=C(O)C=C(O)C=C2O1"
"FOOD00130 _ FDB013255 _ Luteolin","OC1=CC2=C(C(O)=C1)C(=O)C=C(O2)C1=CC=C(O)C(O)=C1"
"FOOD00130 _ FDB000633 _ Kaempferol","OC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O1)C=C(O)C=C2O"
"FOOD00130 _ FDB012724 _ Myricetin","OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC(O)=C(O)C(O)=C2)=C1"
"FOOD00130 _ FDB011904 _ Quercetin","OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC=C(O)C(O)=C1"
"FOOD00208 _ FDB000604 _ Isorhamnetin","COC1=C(O)C=CC(=C1)C1=C(O)C(=O)C2=C(O)C=C(O)C=C2O1"
"FOOD00208 _ FDB000633 _ Kaempferol","OC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O1)C=C(O)C=C2O"
"FOOD00208 _ FDB012724 _ Myricetin","OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC(O)=C(O)C(O)=C2)=C1"
"FOOD00208 _ FDB011904 _ Quercetin","OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC=C(O)C(O)=C1"
"FOOD00208 _ FDB002602 _ Cyanidin","OC1=CC2=[O+]C(=C(O)C=C2C(O)=C1)C1=CC(O)=C(O)C=C1"
"FOOD00208 _ FDB002613 _ Delphinidin","OC1=CC2=[O+]C(=C(O)C=C2C(O)=C1)C1=CC(O)=C(O)C(O)=C1"
"FOOD00208 _ FDB002713 _ Malvidin","COC1=CC(=CC(OC)=C1O)C1=C(O)C=C2C(O)=CC(O)=CC2=[O+]1"
"FOOD00208 _ FDB012426 _ Pelargonidin","OC1=CC=C(C=C1)C1=[O+]C2=CC(O)=CC(O)=C2C=C1O"
"FOOD00208 _ FDB002753 _ Peonidin","COC1=C(O)C=CC(=C1)C1=[O+]C2=CC(O)=CC(O)=C2C=C1O"
"FOOD00208 _ FDB002755 _ Petunidin","COC1=CC(=CC(O)=C1O)C1=C(O)C=C2C(O)=CC(O)=CC2=[O+]1"
"FOOD00208 _ FDB017700 _ Epigallocatechin","O[C@@H]1CC2=C(O[C@@H]1C1=CC(O)=C(O)C(O)=C1)C=C(O)C=C2O"
"FOOD00208 _ FDB002677 _ Hesperetin","COC1=C(O)C=C(C=C1)[C@@H]1CC(=O)C2=C(O)C=C(O)C=C2O1"
"FOOD00208 _ FDB000678 _ (S)-Naringenin","[H][C@]1(CC(=O)C2=C(O1)C=C(O)C=C2O)C1=CC=C(O)C=C1"
"FOOD00208 _ FDB002798 _ Apigenin","OC1=CC=C(C=C1)C1=CC(=O)C2=C(O)C=C(O)C=C2O1"
"FOOD00208 _ FDB013255 _ Luteolin","OC1=CC2=C(C(O)=C1)C(=O)C=C(O2)C1=CC=C(O)C(O)=C1"
"FOOD00193 _ FDB011904 _ Quercetin","OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC=C(O)C(O)=C1"
"FOOD00193 _ FDB002602 _ Cyanidin","OC1=CC2=[O+]C(=C(O)C=C2C(O)=C1)C1=CC(O)=C(O)C=C1"
"FOOD00193 _ FDB002613 _ Delphinidin","OC1=CC2=[O+]C(=C(O)C=C2C(O)=C1)C1=CC(O)=C(O)C(O)=C1"
"FOOD00193 _ FDB002713 _ Malvidin","COC1=CC(=CC(OC)=C1O)C1=C(O)C=C2C(O)=CC(O)=CC2=[O+]1"
"FOOD00193 _ FDB002753 _ Peonidin","COC1=C(O)C=CC(=C1)C1=[O+]C2=CC(O)=CC(O)=C2C=C1O"
"FOOD00193 _ FDB002755 _ Petunidin","COC1=CC(=CC(O)=C1O)C1=C(O)C=C2C(O)=CC(O)=CC2=[O+]1"
"FOOD00193 _ FDB000633 _ Kaempferol","OC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O1)C=C(O)C=C2O"
"FOOD00193 _ FDB012724 _ Myricetin","OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC(O)=C(O)C(O)=C2)=C1"
"FOOD00160 _ FDB002602 _ Cyanidin","OC1=CC2=[O+]C(=C(O)C=C2C(O)=C1)C1=CC(O)=C(O)C=C1"
"FOOD00160 _ FDB002613 _ Delphinidin","OC1=CC2=[O+]C(=C(O)C=C2C(O)=C1)C1=CC(O)=C(O)C(O)=C1"
"FOOD00160 _ FDB002713 _ Malvidin","COC1=CC(=CC(OC)=C1O)C1=C(O)C=C2C(O)=CC(O)=CC2=[O+]1"
"FOOD00160 _ FDB012426 _ Pelargonidin","OC1=CC=C(C=C1)C1=[O+]C2=CC(O)=CC(O)=C2C=C1O"
"FOOD00160 _ FDB002753 _ Peonidin","COC1=C(O)C=CC(=C1)C1=[O+]C2=CC(O)=CC(O)=C2C=C1O"
"FOOD00160 _ FDB002755 _ Petunidin","COC1=CC(=CC(O)=C1O)C1=C(O)C=C2C(O)=CC(O)=CC2=[O+]1"
"FOOD00160 _ FDB017700 _ Epigallocatechin","O[C@@H]1CC2=C(O[C@@H]1C1=CC(O)=C(O)C(O)=C1)C=C(O)C=C2O"
"FOOD00160 _ FDB002677 _ Hesperetin","COC1=C(O)C=C(C=C1)[C@@H]1CC(=O)C2=C(O)C=C(O)C=C2O1"
"FOOD00160 _ FDB000678 _ (S)-Naringenin","[H][C@]1(CC(=O)C2=C(O1)C=C(O)C=C2O)C1=CC=C(O)C=C1"
"FOOD00160 _ FDB002798 _ Apigenin","OC1=CC=C(C=C1)C1=CC(=O)C2=C(O)C=C(O)C=C2O1"
"FOOD00160 _ FDB013255 _ Luteolin","OC1=CC2=C(C(O)=C1)C(=O)C=C(O2)C1=CC=C(O)C(O)=C1"
"FOOD00160 _ FDB000633 _ Kaempferol","OC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O1)C=C(O)C=C2O"
"FOOD00160 _ FDB012724 _ Myricetin","OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC(O)=C(O)C(O)=C2)=C1"
"FOOD00160 _ FDB011904 _ Quercetin","OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC=C(O)C(O)=C1"
"FOOD00188 _ FDB002602 _ Cyanidin","OC1=CC2=[O+]C(=C(O)C=C2C(O)=C1)C1=CC(O)=C(O)C=C1"
"FOOD00188 _ FDB002613 _ Delphinidin","OC1=CC2=[O+]C(=C(O)C=C2C(O)=C1)C1=CC(O)=C(O)C(O)=C1"
"FOOD00188 _ FDB002713 _ Malvidin","COC1=CC(=CC(OC)=C1O)C1=C(O)C=C2C(O)=CC(O)=CC2=[O+]1"
"FOOD00188 _ FDB012426 _ Pelargonidin","OC1=CC=C(C=C1)C1=[O+]C2=CC(O)=CC(O)=C2C=C1O"
"FOOD00188 _ FDB002753 _ Peonidin","COC1=C(O)C=CC(=C1)C1=[O+]C2=CC(O)=CC(O)=C2C=C1O"
"FOOD00188 _ FDB002755 _ Petunidin","COC1=CC(=CC(O)=C1O)C1=C(O)C=C2C(O)=CC(O)=CC2=[O+]1"
"FOOD00188 _ FDB017700 _ Epigallocatechin","O[C@@H]1CC2=C(O[C@@H]1C1=CC(O)=C(O)C(O)=C1)C=C(O)C=C2O"
"FOOD00188 _ FDB002677 _ Hesperetin","COC1=C(O)C=C(C=C1)[C@@H]1CC(=O)C2=C(O)C=C(O)C=C2O1"
"FOOD00188 _ FDB000678 _ (S)-Naringenin","[H][C@]1(CC(=O)C2=C(O1)C=C(O)C=C2O)C1=CC=C(O)C=C1"
"FOOD00188 _ FDB002798 _ Apigenin","OC1=CC=C(C=C1)C1=CC(=O)C2=C(O)C=C(O)C=C2O1"
"FOOD00188 _ FDB013255 _ Luteolin","OC1=CC2=C(C(O)=C1)C(=O)C=C(O2)C1=CC=C(O)C(O)=C1"
"FOOD00188 _ FDB000633 _ Kaempferol","OC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O1)C=C(O)C=C2O"
"FOOD00188 _ FDB012724 _ Myricetin","OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC(O)=C(O)C(O)=C2)=C1"
"FOOD00188 _ FDB011904 _ Quercetin","OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC=C(O)C(O)=C1"
"FOOD00212 _ FDB000633 _ Kaempferol","OC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O1)C=C(O)C=C2O"
"FOOD00212 _ FDB012724 _ Myricetin","OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC(O)=C(O)C(O)=C2)=C1"
"FOOD00212 _ FDB011904 _ Quercetin","OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC=C(O)C(O)=C1"
"FOOD00309 _ FDB000604 _ Isorhamnetin","COC1=C(O)C=CC(=C1)C1=C(O)C(=O)C2=C(O)C=C(O)C=C2O1"
"FOOD00309 _ FDB000633 _ Kaempferol","OC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O1)C=C(O)C=C2O"
"FOOD00309 _ FDB012724 _ Myricetin","OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC(O)=C(O)C(O)=C2)=C1"
"FOOD00309 _ FDB011904 _ Quercetin","OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC=C(O)C(O)=C1"
"FOOD00011 _ FDB002602 _ Cyanidin","OC1=CC2=[O+]C(=C(O)C=C2C(O)=C1)C1=CC(O)=C(O)C=C1"
"FOOD00011 _ FDB002798 _ Apigenin","OC1=CC=C(C=C1)C1=CC(=O)C2=C(O)C=C(O)C=C2O1"
"FOOD00011 _ FDB013255 _ Luteolin","OC1=CC2=C(C(O)=C1)C(=O)C=C(O2)C1=CC=C(O)C(O)=C1"
"FOOD00011 _ FDB000633 _ Kaempferol","OC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O1)C=C(O)C=C2O"
"FOOD00011 _ FDB012724 _ Myricetin","OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC(O)=C(O)C(O)=C2)=C1"
"FOOD00011 _ FDB011904 _ Quercetin","OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC=C(O)C(O)=C1"
"FOOD00146 _ FDB002602 _ Cyanidin","OC1=CC2=[O+]C(=C(O)C=C2C(O)=C1)C1=CC(O)=C(O)C=C1"
"FOOD00146 _ FDB012426 _ Pelargonidin","OC1=CC=C(C=C1)C1=[O+]C2=CC(O)=CC(O)=C2C=C1O"
"FOOD00146 _ FDB002753 _ Peonidin","COC1=C(O)C=CC(=C1)C1=[O+]C2=CC(O)=CC(O)=C2C=C1O"
"FOOD00146 _ FDB000604 _ Isorhamnetin","COC1=C(O)C=CC(=C1)C1=C(O)C(=O)C2=C(O)C=C(O)C=C2O1"
"FOOD00146 _ FDB000633 _ Kaempferol","OC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O1)C=C(O)C=C2O"
"FOOD00146 _ FDB011904 _ Quercetin","OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC=C(O)C(O)=C1"
"FOOD00146 _ FDB002798 _ Apigenin","OC1=CC=C(C=C1)C1=CC(=O)C2=C(O)C=C(O)C=C2O1"
"FOOD00146 _ FDB013255 _ Luteolin","OC1=CC2=C(C(O)=C1)C(=O)C=C(O2)C1=CC=C(O)C(O)=C1"
"FOOD00146 _ FDB012724 _ Myricetin","OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC(O)=C(O)C(O)=C2)=C1"
"FOOD00145 _ FDB002602 _ Cyanidin","OC1=CC2=[O+]C(=C(O)C=C2C(O)=C1)C1=CC(O)=C(O)C=C1"
"FOOD00145 _ FDB002613 _ Delphinidin","OC1=CC2=[O+]C(=C(O)C=C2C(O)=C1)C1=CC(O)=C(O)C(O)=C1"
"FOOD00145 _ FDB002713 _ Malvidin","COC1=CC(=CC(OC)=C1O)C1=C(O)C=C2C(O)=CC(O)=CC2=[O+]1"
"FOOD00145 _ FDB012426 _ Pelargonidin","OC1=CC=C(C=C1)C1=[O+]C2=CC(O)=CC(O)=C2C=C1O"
"FOOD00145 _ FDB002753 _ Peonidin","COC1=C(O)C=CC(=C1)C1=[O+]C2=CC(O)=CC(O)=C2C=C1O"
"FOOD00145 _ FDB002755 _ Petunidin","COC1=CC(=CC(O)=C1O)C1=C(O)C=C2C(O)=CC(O)=CC2=[O+]1"
"FOOD00145 _ FDB017700 _ Epigallocatechin","O[C@@H]1CC2=C(O[C@@H]1C1=CC(O)=C(O)C(O)=C1)C=C(O)C=C2O"
"FOOD00145 _ FDB002677 _ Hesperetin","COC1=C(O)C=C(C=C1)[C@@H]1CC(=O)C2=C(O)C=C(O)C=C2O1"
"FOOD00145 _ FDB000678 _ (S)-Naringenin","[H][C@]1(CC(=O)C2=C(O1)C=C(O)C=C2O)C1=CC=C(O)C=C1"
"FOOD00145 _ FDB002798 _ Apigenin","OC1=CC=C(C=C1)C1=CC(=O)C2=C(O)C=C(O)C=C2O1"
"FOOD00145 _ FDB013255 _ Luteolin","OC1=CC2=C(C(O)=C1)C(=O)C=C(O2)C1=CC=C(O)C(O)=C1"
"FOOD00145 _ FDB000604 _ Isorhamnetin","COC1=C(O)C=CC(=C1)C1=C(O)C(=O)C2=C(O)C=C(O)C=C2O1"
"FOOD00145 _ FDB000633 _ Kaempferol","OC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O1)C=C(O)C=C2O"
"FOOD00145 _ FDB012724 _ Myricetin","OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC(O)=C(O)C(O)=C2)=C1"
"FOOD00145 _ FDB011904 _ Quercetin","OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC=C(O)C(O)=C1"
"FOOD00136 _ FDB002602 _ Cyanidin","OC1=CC2=[O+]C(=C(O)C=C2C(O)=C1)C1=CC(O)=C(O)C=C1"
"FOOD00136 _ FDB002613 _ Delphinidin","OC1=CC2=[O+]C(=C(O)C=C2C(O)=C1)C1=CC(O)=C(O)C(O)=C1"
"FOOD00136 _ FDB002713 _ Malvidin","COC1=CC(=CC(OC)=C1O)C1=C(O)C=C2C(O)=CC(O)=CC2=[O+]1"
"FOOD00136 _ FDB012426 _ Pelargonidin","OC1=CC=C(C=C1)C1=[O+]C2=CC(O)=CC(O)=C2C=C1O"
